Foci_Nucleus	Treat_collapsed	Treatment	Light
1	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
2	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
4	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
2	OA L-	Okadaic acid	Off
2	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
5	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
3	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
5	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
9	OA L-	Okadaic acid	Off
12	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
3	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
2	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
4	OA L-	Okadaic acid	Off
4	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
2	OA L-	Okadaic acid	Off
10	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
2	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
1	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L-	Okadaic acid	Off
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
9	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
4	OA L+	Okadaic acid	On
9	OA L+	Okadaic acid	On
24	OA L+	Okadaic acid	On
8	OA L+	Okadaic acid	On
5	OA L+	Okadaic acid	On
25	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
6	OA L+	Okadaic acid	On
6	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
7	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
4	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
19	OA L+	Okadaic acid	On
5	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
10	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
12	OA L+	Okadaic acid	On
4	OA L+	Okadaic acid	On
8	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
11	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
7	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
26	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
14	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
3	OA L+	Okadaic acid	On
15	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
10	OA L+	Okadaic acid	On
11	OA L+	Okadaic acid	On
17	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
8	OA L+	Okadaic acid	On
10	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
11	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
28	OA L+	Okadaic acid	On
8	OA L+	Okadaic acid	On
10	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
21	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
1	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
6	OA L+	Okadaic acid	On
13	OA L+	Okadaic acid	On
4	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
11	OA L+	Okadaic acid	On
4	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
12	OA L+	Okadaic acid	On
15	OA L+	Okadaic acid	On
6	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
4	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
17	OA L+	Okadaic acid	On
0	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
2	OA L+	Okadaic acid	On
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
1	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
1	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
1	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
1	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
1	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L-	Purvalanol A	Off
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
4	PA L+	Purvalanol A	On
3	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
4	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
4	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
3	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
6	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
3	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
6	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
4	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
1	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
6	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
2	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
0	PA L+	Purvalanol A	On
